,carat,cut,color,clarity,depth,table,x,y,z,price
41156,0.48,Good,G,VS1,58.6,62.0,5.14,5.2,3.03,1199
22542,1.61,Very Good,E,SI2,60.4,58.0,7.59,7.64,4.6,10580
14663,1.01,Very Good,G,VS2,61.6,58.0,6.4,6.45,3.96,5919
49747,0.71,Good,H,SI1,64.0,61.0,5.61,5.54,3.57,2156
49054,0.61,Very Good,I,IF,60.2,57.0,5.49,5.58,3.33,2057
29896,0.3,Premium,E,VS1,61.3,59.0,4.28,4.33,2.64,710
8990,1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28,4509
43589,0.57,Ideal,F,SI2,62.7,56.0,5.32,5.27,3.32,1432
48054,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,1927
51226,0.7,Premium,G,SI1,59.0,62.0,5.77,5.75,3.4,2352
6272,1.12,Premium,H,SI2,62.1,56.0,6.7,6.65,4.14,4014
37396,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,982
37650,0.51,Ideal,I,SI2,61.3,55.0,5.18,5.19,3.18,991
20221,1.41,Premium,H,VS2,61.2,60.0,7.17,7.21,4.4,8654
43038,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1374
50785,0.55,Ideal,H,VVS1,61.6,55.0,5.26,5.29,3.25,2303
26525,2.3,Ideal,I,SI2,61.8,57.0,8.45,8.48,5.23,16181
21643,1.01,Ideal,E,VVS2,62.7,56.0,6.42,6.46,4.04,9735
33187,0.4,Very Good,H,VS1,61.3,59.0,4.79,4.74,2.92,818
9228,1.02,Premium,H,SI1,60.3,59.0,6.5,6.44,3.9,4558
39618,0.3,Good,G,VS2,63.1,58.0,4.23,4.27,2.68,491
37407,0.46,Ideal,F,SI1,61.6,54.0,4.97,5.0,3.07,983
10888,1.02,Ideal,G,SI1,60.5,59.0,6.55,6.51,3.95,4882
19069,1.51,Premium,J,VS1,62.3,59.0,7.31,7.34,4.56,7848
714,1.0,Fair,G,SI2,67.8,61.0,5.96,5.9,4.02,2856
16326,1.08,Premium,G,VS2,59.4,59.0,6.75,6.68,3.99,6532
1135,0.74,Very Good,H,VVS2,60.5,60.0,5.79,5.81,3.51,2921
1678,0.77,Good,H,VVS2,57.9,61.0,6.07,6.01,3.5,3027
21190,1.61,Premium,H,SI1,61.4,58.0,7.59,7.53,4.64,9341
18083,1.5,Good,J,VS2,63.6,58.0,7.23,7.2,4.59,7308
40112,0.41,Very Good,F,VVS2,60.3,58.0,4.79,4.83,2.9,1115
39489,0.41,Very Good,E,VS1,62.0,57.0,4.74,4.77,2.95,1079
45,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,403
16760,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
25031,0.36,Very Good,F,SI1,60.7,54.0,4.64,4.67,2.83,641
17193,1.24,Ideal,H,SI1,62.3,54.0,6.88,6.9,4.29,6867
5323,0.9,Fair,G,VS1,65.7,58.0,6.02,5.97,3.94,3806
24975,1.71,Ideal,H,SI1,61.8,57.0,7.74,7.69,4.76,13477
6099,0.91,Premium,G,SI1,62.6,58.0,6.17,6.14,3.85,3975
12108,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5166
5126,0.78,Ideal,D,VS2,61.9,56.0,5.88,5.94,3.66,3763
4645,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,3669
16626,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,6648
19355,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
53663,0.8,Very Good,D,SI2,63.7,57.0,5.87,5.9,3.75,2708
13096,1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,5421
26097,2.09,Premium,I,SI1,60.8,59.0,8.28,8.24,5.02,15339
10705,0.91,Very Good,G,VVS2,63.4,58.0,6.1,6.14,3.88,4849
42206,0.52,Very Good,D,SI2,61.7,56.0,5.14,5.17,3.18,1289
9863,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,4679
28054,0.32,Ideal,F,VS2,61.4,57.0,4.4,4.43,2.71,660
51473,0.73,Ideal,H,SI1,62.9,58.0,5.72,5.75,3.61,2377
45199,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656
18573,1.07,Ideal,G,VS2,61.6,57.0,6.55,6.61,4.05,7577
37667,0.42,Ideal,E,SI1,62.6,57.0,4.84,4.81,3.02,992
961,0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2891
35107,0.3,Ideal,F,IF,62.6,57.0,4.25,4.28,2.67,886
29244,0.34,Ideal,E,VS2,61.8,57.0,4.48,4.52,2.78,696
44382,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1581
21286,1.57,Very Good,I,VS2,60.2,58.0,7.51,7.57,4.54,9443
32184,0.42,Very Good,F,SI1,62.3,56.0,4.78,4.81,2.99,788
33773,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
9232,1.02,Good,D,SI1,64.3,54.0,6.32,6.27,4.05,4558
47189,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,1837
23129,1.5,Fair,F,SI1,64.6,60.0,7.18,7.1,4.61,11154
15750,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,6300
3677,0.7,Good,F,VVS2,62.5,58.0,5.68,5.75,3.57,3445
15145,1.11,Good,D,SI1,57.8,61.0,6.83,6.78,3.93,6088
52497,0.71,Very Good,D,SI1,63.3,59.0,5.55,5.66,3.55,2525
4651,0.9,Very Good,G,SI1,63.2,59.0,6.1,6.05,3.84,3669
33287,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
24842,1.53,Good,H,IF,63.1,57.0,7.25,7.34,4.6,13248
41137,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1197
19273,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
10464,1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790
24940,2.03,Ideal,I,SI2,60.8,59.0,8.12,8.2,4.96,13398
33354,0.41,Very Good,G,VS2,61.0,56.0,4.81,4.83,2.94,827
16312,1.01,Very Good,G,VS1,63.2,61.0,6.35,6.33,4.01,6529
42087,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
42267,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.85,3.03,1294
30584,0.31,Ideal,D,VS2,61.5,56.0,4.34,4.37,2.68,734
33002,0.3,Ideal,E,VVS1,61.0,56.0,4.34,4.38,2.66,813
38239,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
13267,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,5484
23370,0.33,Ideal,D,SI2,62.9,56.0,4.43,4.41,2.78,631
46884,0.7,Ideal,G,SI2,61.6,57.0,5.68,5.65,3.49,1814
1266,0.9,Premium,I,SI2,62.5,58.0,6.15,6.1,3.83,2948
47834,0.52,Ideal,G,VVS2,62.3,56.0,5.15,5.18,3.22,1906
53181,0.74,Ideal,I,VS1,60.7,56.0,5.86,5.9,3.57,2631
46739,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,1799
36698,0.34,Ideal,G,IF,61.5,56.0,4.52,4.54,2.79,952
49388,0.57,Ideal,D,VS2,61.8,56.0,5.34,5.31,3.29,2103
47917,0.56,Ideal,F,VS1,61.7,54.0,5.28,5.32,3.27,1915
28945,0.3,Good,G,VVS2,63.1,56.0,4.2,4.23,2.66,684
29692,0.31,Ideal,G,VVS2,60.8,56.0,4.38,4.4,2.67,707
30484,0.31,Premium,D,SI1,61.2,60.0,4.41,4.35,2.68,732
17475,1.0,Good,F,VVS2,56.5,63.0,6.65,6.62,3.75,7016
45034,0.54,Good,G,VS2,56.9,62.0,5.42,5.4,3.08,1637
39802,0.35,Ideal,F,VVS1,61.3,55.0,4.55,4.58,2.8,1096
11516,1.01,Ideal,I,VS1,62.5,59.0,6.33,6.41,3.98,5022
608,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,2839
25311,2.02,Premium,I,SI2,62.9,60.0,8.05,8.01,5.05,13991
33332,0.41,Good,I,VVS2,63.5,57.0,4.72,4.76,3.01,827
22532,1.86,Premium,G,SI2,62.5,60.0,7.9,7.8,4.91,10572
35836,0.43,Ideal,I,VVS1,61.1,57.0,4.86,4.9,2.98,916
28227,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
4955,0.9,Good,G,SI1,62.8,59.0,6.08,6.12,3.83,3734
21185,1.5,Good,H,SI1,60.8,60.0,7.28,7.38,4.46,9336
16510,1.53,Very Good,H,SI2,60.6,63.0,7.43,7.38,4.49,6597
20713,0.31,Ideal,G,VS1,61.4,56.0,4.36,4.37,2.68,625
35521,0.43,Very Good,F,VS2,61.0,57.0,4.84,4.87,2.96,905
41628,0.24,Ideal,H,IF,61.8,54.0,3.99,4.03,2.47,504
6805,1.05,Ideal,J,VS1,62.8,57.0,6.45,6.41,4.04,4116
2101,0.7,Good,E,VS2,60.3,60.0,5.69,5.75,3.45,3115
7725,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
42550,0.52,Very Good,F,SI1,61.0,59.0,5.18,5.21,3.17,1326
2607,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3220
19428,1.34,Ideal,I,VVS2,61.4,56.0,7.07,7.09,4.35,8079
10697,0.9,Very Good,D,SI1,60.4,59.0,6.21,6.24,3.76,4846
52320,0.5,Very Good,E,VVS1,60.1,56.0,5.16,5.19,3.11,2495
2423,0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,3181
42020,0.46,Very Good,E,VS2,59.8,59.6,5.07,5.14,3.05,1267
42565,0.42,Ideal,E,VVS1,62.0,55.0,4.81,4.83,2.99,1327
13616,1.13,Premium,H,VS2,62.8,59.0,6.63,6.58,4.15,5571
17058,0.34,Premium,E,SI2,61.7,61.0,4.51,4.47,2.77,612
12415,1.06,Premium,F,SI1,61.0,58.0,6.65,6.6,4.04,5236
35025,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
42611,0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
52678,0.75,Very Good,D,SI2,63.3,58.0,5.76,5.8,3.66,2551
43566,0.51,Ideal,D,SI1,61.5,56.0,5.15,5.16,3.17,1431
21867,1.11,Ideal,G,IF,61.9,55.0,6.64,6.68,4.12,9931
42765,0.54,Ideal,I,VVS2,61.7,54.0,5.25,5.29,3.25,1346
13728,0.27,Ideal,E,VS1,61.6,56.0,4.17,4.14,2.56,603
23657,1.55,Very Good,G,VS2,63.1,57.0,7.36,7.31,4.63,11703
37248,0.51,Very Good,J,SI1,63.2,56.0,5.06,5.1,3.21,977
41789,0.52,Premium,G,SI1,62.6,58.0,5.13,5.1,3.2,1249
20443,1.51,Premium,I,SI1,62.6,60.0,7.34,7.27,4.57,8794
27808,0.3,Ideal,H,VVS1,61.5,55.0,4.31,4.35,2.66,650
9915,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
52505,0.68,Ideal,G,VS1,61.7,55.0,5.71,5.66,3.51,2526
24614,2.0,Premium,H,SI2,62.5,58.0,8.14,8.03,5.05,12940
51449,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,2376
6867,0.91,Premium,H,VS2,61.9,59.0,6.23,6.18,3.84,4128
7204,0.86,Very Good,D,VS2,62.8,55.0,6.07,6.13,3.83,4191
37033,0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,966
52467,0.76,Very Good,H,VS2,63.4,58.0,5.78,5.74,3.65,2517
35456,0.32,Ideal,E,VS2,61.9,56.0,4.4,4.35,2.71,900
27419,2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,18026
30671,0.3,Very Good,G,VVS1,59.8,62.0,4.33,4.36,2.6,737
52385,0.79,Ideal,I,SI1,61.2,55.0,5.95,5.98,3.65,2507
44253,0.51,Good,D,SI1,63.6,57.0,5.08,5.05,3.22,1574
33646,0.44,Very Good,J,VVS2,63.6,58.0,4.8,4.83,3.06,834
43245,0.42,Ideal,E,VVS1,61.6,56.0,4.81,4.84,2.97,1400
17949,1.51,Good,I,VVS2,63.6,58.0,7.29,7.26,4.63,7255
51983,0.25,Very Good,F,VVS2,61.9,57.0,4.07,4.11,2.53,548
29026,0.31,Ideal,H,VVS1,61.6,55.0,4.37,4.4,2.7,687
42028,0.38,Ideal,E,VVS1,62.6,56.0,4.6,4.64,2.89,1267
8795,1.04,Very Good,E,SI2,60.7,59.0,6.5,6.54,3.96,4472
25486,2.14,Ideal,I,SI2,60.7,57.0,8.4,8.34,5.08,14267
46931,0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19,1815
4413,0.92,Ideal,I,SI1,62.1,55.0,6.24,6.29,3.89,3610
24685,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,13047
49801,0.57,Ideal,E,VS1,61.5,55.0,5.35,5.37,3.3,2164
24135,1.5,Premium,G,VS2,62.5,59.0,7.32,7.28,4.56,12308
40275,0.31,Ideal,G,SI1,61.9,55.0,4.38,4.41,2.72,493
53264,0.7,Premium,G,VS1,62.2,57.0,5.69,5.66,3.53,2648
7782,1.02,Premium,H,SI2,59.8,59.0,6.54,6.5,3.9,4284
1010,0.7,Very Good,F,SI1,61.9,58.0,5.71,5.72,3.54,2900
25476,1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,14245
29190,0.4,Ideal,F,SI1,61.9,57.0,4.71,4.76,2.93,694
36240,0.46,Ideal,G,SI1,62.2,53.4,4.95,4.98,3.09,934
13251,1.03,Ideal,E,SI1,61.3,57.0,6.48,6.51,3.98,5476
17182,1.0,Premium,E,VS2,61.8,62.0,6.47,6.44,3.99,6860
53267,0.7,Premium,F,VS2,62.2,59.0,5.68,5.64,3.52,2648
1742,0.7,Ideal,H,VS2,61.5,56.0,5.71,5.73,3.52,3038
40605,0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67,498
5228,1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
6290,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4021
17040,0.28,Very Good,E,VVS1,60.9,60.0,4.25,4.26,2.59,612
51181,0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,2347
52608,0.7,Very Good,G,SI1,62.5,59.0,5.69,5.73,3.57,2545
10995,1.19,Ideal,H,SI2,62.0,57.0,6.77,6.81,4.21,4914
37789,0.38,Premium,E,VS1,60.7,59.0,4.69,4.73,2.86,1000
40793,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01,1168
32426,0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,792
6396,1.02,Premium,H,SI1,59.1,60.0,6.59,6.54,3.88,4037
7081,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4163
51008,0.74,Very Good,I,VS2,60.8,59.0,5.83,5.85,3.55,2327
23048,1.5,Ideal,G,SI1,62.0,56.0,7.29,7.33,4.53,11079
50807,0.87,Ideal,H,SI2,63.0,57.0,6.07,6.02,3.81,2307
25891,2.02,Premium,G,SI2,63.0,59.0,8.05,7.95,5.03,15014
36264,0.37,Ideal,H,IF,61.8,55.0,4.65,4.67,2.88,936
18387,0.29,Very Good,E,VS1,60.0,57.0,4.33,4.34,2.6,619
16139,1.2,Ideal,H,SI1,62.0,58.0,6.78,6.83,4.22,6450
12327,1.2,Very Good,J,VS1,62.9,60.0,6.64,6.69,4.19,5226
21676,1.52,Very Good,H,SI1,63.4,55.0,7.25,7.3,4.61,9780
25901,1.33,Ideal,F,VVS2,61.9,55.0,7.02,7.07,4.36,15031
26562,1.23,Ideal,D,VVS1,62.4,57.0,6.88,6.83,4.28,16253
19858,1.06,Very Good,G,IF,61.2,57.0,6.52,6.56,4.0,8415
44886,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
49880,0.7,Premium,H,SI1,60.3,55.0,5.8,5.75,3.48,2176
30652,0.4,Ideal,G,SI1,62.7,57.0,4.65,4.69,2.93,736
21224,1.27,Premium,G,VS1,61.1,60.0,6.99,7.03,4.28,9371
23902,1.52,Premium,H,VVS2,63.0,60.0,7.3,7.25,4.58,12013
5648,1.0,Good,E,SI2,63.3,56.0,6.3,6.36,4.01,3880
49691,0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,2145
25602,1.65,Ideal,G,VS2,60.8,56.0,7.65,7.7,4.67,14456
7950,0.65,Ideal,D,VVS1,61.9,56.0,5.53,5.56,3.43,4320
7219,1.1,Very Good,I,SI2,62.6,59.0,6.53,6.57,4.1,4192
1070,0.31,Premium,I,VS2,60.7,61.0,4.34,4.32,2.63,558
49459,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2112
53388,0.76,Very Good,H,SI1,61.6,58.0,5.88,5.91,3.63,2663
38346,0.32,Ideal,G,IF,60.9,56.0,4.43,4.41,2.69,1020
19729,1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,8299
44045,0.45,Good,F,VVS1,63.8,58.0,4.85,4.78,3.07,1548
37428,0.34,Premium,D,VVS2,60.1,58.0,4.53,4.55,2.73,984
53678,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
45733,0.52,Ideal,H,VS1,62.0,55.0,5.15,5.19,3.2,1699
46006,0.57,Very Good,H,VVS2,60.2,56.0,5.41,5.44,3.27,1726
10943,1.01,Good,F,SI1,63.8,59.0,6.29,6.32,4.02,4899
47883,0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,1912
45685,0.54,Ideal,H,VVS2,61.1,56.0,5.23,5.28,3.21,1696
11931,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12,5127
33394,0.31,Ideal,F,VVS1,62.4,55.0,4.33,4.36,2.71,828
39675,0.42,Premium,G,VS2,62.6,57.0,4.8,4.76,2.99,1087
27655,2.07,Premium,F,SI2,60.7,59.0,8.21,8.16,4.97,18611
20197,1.0,Very Good,E,VVS2,61.0,62.0,6.4,6.46,3.92,8638
32707,0.31,Premium,F,VS2,61.7,58.0,4.38,4.34,2.69,802
7925,1.04,Premium,H,SI1,62.1,56.0,6.48,6.41,4.01,4316
8719,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,586
10214,1.08,Premium,E,SI2,60.2,58.0,6.68,6.61,4.0,4742
4527,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58,3635
32227,0.31,Ideal,G,VVS1,61.9,54.0,4.35,4.37,2.7,789
2754,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.16,3.83,3250
40675,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1155
51811,0.71,Ideal,F,SI1,61.6,56.0,5.71,5.75,3.53,2416
9429,1.05,Ideal,F,SI2,60.9,56.0,6.56,6.64,4.02,4591
46959,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,527
16667,1.06,Very Good,G,VS1,62.8,54.0,6.5,6.56,4.1,6663
35974,0.42,Ideal,F,VS1,60.6,56.0,4.83,4.87,2.94,921
4932,0.91,Fair,D,SI1,64.7,61.0,6.06,5.99,3.9,3730
27080,2.6,Premium,J,SI2,58.3,61.0,9.05,8.94,5.24,17209
48079,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1931
40569,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1151
42367,0.51,Very Good,E,SI1,61.2,61.0,5.13,5.16,3.15,1304
40183,0.56,Ideal,J,SI1,61.8,58.0,5.27,5.31,3.27,1119
48900,0.59,Premium,G,VVS2,62.8,54.0,5.41,5.34,3.38,2040
11426,1.01,Very Good,E,SI1,63.4,59.0,6.38,6.34,4.03,5002
5164,0.9,Very Good,H,SI1,60.8,57.0,6.22,6.25,3.79,3770
38428,0.35,Ideal,D,VS1,61.4,56.0,4.55,4.58,2.8,1026
20564,1.36,Premium,H,VS2,61.9,58.0,7.15,7.09,4.41,8877
367,0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,2808
8679,1.01,Good,D,SI2,63.5,61.0,6.33,6.37,4.03,4457
39259,0.3,Ideal,D,VVS1,61.3,57.0,4.32,4.29,2.64,1069
16180,1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,6468
13927,0.96,Ideal,F,VS1,61.2,56.0,6.38,6.34,3.89,5666
15852,1.04,Very Good,F,VS2,60.1,59.0,6.56,6.61,3.96,6342
10911,1.04,Premium,H,SI1,62.6,59.0,6.43,6.47,4.04,4890
11563,1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07,5035
4638,0.85,Very Good,D,SI1,60.3,57.0,6.09,6.22,3.71,3669
11057,0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596
28694,0.43,Ideal,J,VS1,62.1,55.0,4.84,4.86,3.01,679
45652,0.38,Ideal,J,SI1,61.8,54.0,4.68,4.7,2.9,525
33827,0.41,Ideal,I,VVS2,62.4,57.0,4.68,4.75,2.94,843
4427,1.0,Good,J,SI1,58.7,62.0,6.47,6.51,3.81,3614
19461,1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
39346,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89,1073
39701,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
8176,1.05,Premium,F,SI2,62.3,56.0,6.55,6.51,4.07,4363
6843,0.9,Very Good,F,VS2,62.7,62.0,6.11,6.17,3.85,4124
11821,1.07,Ideal,I,SI1,61.7,56.0,6.59,6.57,4.06,5093
29482,0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,702
37826,0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71,1002
29278,0.31,Ideal,I,VVS2,61.6,57.0,4.39,4.35,2.69,698
1812,0.78,Very Good,E,SI1,60.9,57.0,5.93,5.97,3.62,3055
14102,1.0,Very Good,E,VS2,62.8,63.0,6.28,6.33,3.96,5720
41326,0.31,Ideal,E,IF,61.5,56.0,4.35,4.4,2.69,1214
31771,0.32,Premium,F,VS2,58.8,62.0,4.48,4.43,2.62,773
13065,1.23,Good,H,SI2,63.8,57.4,6.72,6.78,4.31,5412
45227,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,1657
44168,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,1566
45012,0.54,Premium,H,VS1,61.3,58.0,5.25,5.22,3.21,1637
4402,0.31,Ideal,D,SI1,60.8,56.0,4.32,4.37,2.64,571
48993,0.7,Fair,H,SI1,65.5,57.0,5.53,5.59,3.64,2048
50245,0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48,2234
38587,0.43,Ideal,D,SI1,61.6,56.0,4.86,4.82,2.98,1036
21795,1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870
49612,0.9,Fair,E,I1,59.9,66.0,6.18,6.14,3.69,2138
6208,1.01,Premium,H,SI2,59.4,59.0,6.53,6.56,3.89,3999
14501,1.33,Ideal,J,SI1,62.4,54.0,7.04,7.07,4.4,5857
50670,0.7,Very Good,G,VS1,60.5,62.0,5.72,5.76,3.47,2287
19695,0.4,Ideal,I,SI1,62.3,55.0,4.72,4.75,2.95,624
11293,1.0,Very Good,H,VS2,60.7,60.0,6.55,6.49,3.96,4978
48039,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1924
25694,0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,644
27495,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,18188
46543,0.51,Premium,E,VS2,61.7,58.0,5.15,5.12,3.17,1781
14914,0.8,Ideal,D,VVS2,61.9,56.0,5.91,5.95,3.67,6004
51669,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398
12490,1.02,Fair,F,SI1,64.8,59.0,6.33,6.23,4.07,5255
87,0.24,Premium,H,VVS1,60.8,59.0,4.02,4.0,2.44,554
45618,0.55,Ideal,F,VS2,61.7,57.0,5.24,5.29,3.25,1692
25819,2.09,Ideal,I,SI2,63.0,57.0,8.13,8.09,5.11,14838
45098,0.53,Very Good,G,VS1,61.2,57.0,5.22,5.26,3.2,1648
9021,1.0,Premium,H,VS2,58.4,60.0,6.36,6.3,3.7,4514
46851,0.61,Premium,E,SI1,60.1,59.0,5.51,5.48,3.3,1812
7602,0.92,Good,E,SI1,63.2,58.0,6.16,6.18,3.9,4258
18954,1.2,Premium,G,VS2,58.2,59.0,7.04,6.95,4.07,7795
63,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552
6659,0.72,Ideal,E,VVS2,62.0,54.9,5.75,5.78,3.57,4094
22660,1.55,Very Good,G,SI1,59.2,59.0,7.51,7.59,4.47,10707
3836,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3472
43136,0.58,Good,G,SI1,63.2,56.0,5.3,5.33,3.36,1388
45864,0.61,Premium,E,SI2,61.3,59.0,5.48,5.39,3.33,1715
7449,1.02,Ideal,H,SI1,63.0,57.0,6.36,6.3,3.99,4233
34768,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,876
45253,0.51,Ideal,F,VS2,61.7,56.0,5.13,5.15,3.17,1660
32458,0.38,Ideal,H,VVS2,61.6,56.0,4.67,4.72,2.89,794
2163,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3130
15155,1.35,Premium,H,VS2,60.5,62.0,7.16,7.11,4.32,6093
9251,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86,4560
15730,0.95,Ideal,F,SI1,61.7,56.0,6.31,6.34,3.9,6291
47522,0.44,Ideal,E,VVS1,61.4,55.0,4.92,4.95,3.03,1868
10965,0.78,Very Good,E,VVS1,61.3,60.0,5.86,5.92,3.61,4904
20126,1.65,Premium,I,SI2,62.0,59.0,7.61,7.54,4.7,8590
43784,0.57,Ideal,G,SI1,62.2,55.0,5.33,5.35,3.32,1441
38788,0.31,Premium,G,VVS1,59.5,60.0,4.41,4.39,2.62,1046
30153,0.32,Very Good,E,SI1,63.3,56.0,4.35,4.34,2.75,720
13552,1.03,Very Good,D,SI1,63.0,59.0,6.39,6.44,4.04,5551
430,0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62,2814
16634,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6652
26106,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,15371
38637,0.31,Very Good,H,VS2,60.5,63.0,4.33,4.37,2.63,489
8068,0.31,Good,F,VS2,63.5,55.0,4.31,4.32,2.74,583
25907,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
45142,0.5,Premium,F,VS2,60.7,58.0,5.16,5.12,3.12,1654
13378,0.32,Ideal,H,SI2,61.5,56.0,4.43,4.45,2.73,420
44464,0.52,Ideal,H,VS2,60.3,57.0,5.21,5.23,3.15,1593
40171,0.38,Premium,D,VS2,61.5,62.0,4.63,4.6,2.84,1117
14388,0.3,Good,H,VVS2,63.7,55.0,4.24,4.27,2.71,605
6277,0.71,Ideal,G,VVS1,61.2,56.0,5.75,5.81,3.54,4015
12492,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,5256
39907,0.5,Very Good,E,SI2,60.6,59.0,5.07,5.12,3.09,1104
15702,0.31,Good,F,VS1,63.9,55.0,4.27,4.3,2.74,607
41466,0.41,Premium,G,VVS1,61.0,61.0,4.75,4.72,2.89,1230
